time_id,full_date,day_of_month,month_number,year_number,day_name,month_name,is_weekend,quarter,year_month
820,2022-03-30,30,3,2022,Wednesday,March,false,Q1,2022-03
821,2022-03-31,31,3,2022,Thursday,March,false,Q1,2022-03
822,2022-04-01,1,4,2022,Friday,April,false,Q2,2022-04
823,2022-04-02,2,4,2022,Saturday,April,true,Q2,2022-04
824,2022-04-03,3,4,2022,Sunday,April,true,Q2,2022-04
825,2022-04-04,4,4,2022,Monday,April,false,Q2,2022-04
826,2022-04-05,5,4,2022,Tuesday,April,false,Q2,2022-04
827,2022-04-06,6,4,2022,Wednesday,April,false,Q2,2022-04
828,2022-04-07,7,4,2022,Thursday,April,false,Q2,2022-04
829,2022-04-08,8,4,2022,Friday,April,false,Q2,2022-04
830,2022-04-09,9,4,2022,Saturday,April,true,Q2,2022-04
831,2022-04-10,10,4,2022,Sunday,April,true,Q2,2022-04
832,2022-04-11,11,4,2022,Monday,April,false,Q2,2022-04
833,2022-04-12,12,4,2022,Tuesday,April,false,Q2,2022-04
834,2022-04-13,13,4,2022,Wednesday,April,false,Q2,2022-04
835,2022-04-14,14,4,2022,Thursday,April,false,Q2,2022-04
836,2022-04-15,15,4,2022,Friday,April,false,Q2,2022-04
837,2022-04-16,16,4,2022,Saturday,April,true,Q2,2022-04
838,2022-04-17,17,4,2022,Sunday,April,true,Q2,2022-04
839,2022-04-18,18,4,2022,Monday,April,false,Q2,2022-04
840,2022-04-19,19,4,2022,Tuesday,April,false,Q2,2022-04
841,2022-04-20,20,4,2022,Wednesday,April,false,Q2,2022-04
842,2022-04-21,21,4,2022,Thursday,April,false,Q2,2022-04
843,2022-04-22,22,4,2022,Friday,April,false,Q2,2022-04
844,2022-04-23,23,4,2022,Saturday,April,true,Q2,2022-04
845,2022-04-24,24,4,2022,Sunday,April,true,Q2,2022-04
846,2022-04-25,25,4,2022,Monday,April,false,Q2,2022-04
847,2022-04-26,26,4,2022,Tuesday,April,false,Q2,2022-04
848,2022-04-27,27,4,2022,Wednesday,April,false,Q2,2022-04
849,2022-04-28,28,4,2022,Thursday,April,false,Q2,2022-04
850,2022-04-29,29,4,2022,Friday,April,false,Q2,2022-04
851,2022-04-30,30,4,2022,Saturday,April,true,Q2,2022-04
852,2022-05-01,1,5,2022,Sunday,May,true,Q2,2022-05
853,2022-05-02,2,5,2022,Monday,May,false,Q2,2022-05
854,2022-05-03,3,5,2022,Tuesday,May,false,Q2,2022-05
855,2022-05-04,4,5,2022,Wednesday,May,false,Q2,2022-05
856,2022-05-05,5,5,2022,Thursday,May,false,Q2,2022-05
857,2022-05-06,6,5,2022,Friday,May,false,Q2,2022-05
858,2022-05-07,7,5,2022,Saturday,May,true,Q2,2022-05
859,2022-05-08,8,5,2022,Sunday,May,true,Q2,2022-05
860,2022-05-09,9,5,2022,Monday,May,false,Q2,2022-05
861,2022-05-10,10,5,2022,Tuesday,May,false,Q2,2022-05
862,2022-05-11,11,5,2022,Wednesday,May,false,Q2,2022-05
863,2022-05-12,12,5,2022,Thursday,May,false,Q2,2022-05
864,2022-05-13,13,5,2022,Friday,May,false,Q2,2022-05
865,2022-05-14,14,5,2022,Saturday,May,true,Q2,2022-05
866,2022-05-15,15,5,2022,Sunday,May,true,Q2,2022-05
867,2022-05-16,16,5,2022,Monday,May,false,Q2,2022-05
868,2022-05-17,17,5,2022,Tuesday,May,false,Q2,2022-05
869,2022-05-18,18,5,2022,Wednesday,May,false,Q2,2022-05
870,2022-05-19,19,5,2022,Thursday,May,false,Q2,2022-05
871,2022-05-20,20,5,2022,Friday,May,false,Q2,2022-05
872,2022-05-21,21,5,2022,Saturday,May,true,Q2,2022-05
873,2022-05-22,22,5,2022,Sunday,May,true,Q2,2022-05
874,2022-05-23,23,5,2022,Monday,May,false,Q2,2022-05
875,2022-05-24,24,5,2022,Tuesday,May,false,Q2,2022-05
876,2022-05-25,25,5,2022,Wednesday,May,false,Q2,2022-05
877,2022-05-26,26,5,2022,Thursday,May,false,Q2,2022-05
878,2022-05-27,27,5,2022,Friday,May,false,Q2,2022-05
879,2022-05-28,28,5,2022,Saturday,May,true,Q2,2022-05
880,2022-05-29,29,5,2022,Sunday,May,true,Q2,2022-05
881,2022-05-30,30,5,2022,Monday,May,false,Q2,2022-05
882,2022-05-31,31,5,2022,Tuesday,May,false,Q2,2022-05
883,2022-06-01,1,6,2022,Wednesday,June,false,Q2,2022-06
884,2022-06-02,2,6,2022,Thursday,June,false,Q2,2022-06
885,2022-06-03,3,6,2022,Friday,June,false,Q2,2022-06
886,2022-06-04,4,6,2022,Saturday,June,true,Q2,2022-06
887,2022-06-05,5,6,2022,Sunday,June,true,Q2,2022-06
888,2022-06-06,6,6,2022,Monday,June,false,Q2,2022-06
889,2022-06-07,7,6,2022,Tuesday,June,false,Q2,2022-06
890,2022-06-08,8,6,2022,Wednesday,June,false,Q2,2022-06
891,2022-06-09,9,6,2022,Thursday,June,false,Q2,2022-06
892,2022-06-10,10,6,2022,Friday,June,false,Q2,2022-06
893,2022-06-11,11,6,2022,Saturday,June,true,Q2,2022-06
894,2022-06-12,12,6,2022,Sunday,June,true,Q2,2022-06
895,2022-06-13,13,6,2022,Monday,June,false,Q2,2022-06
896,2022-06-14,14,6,2022,Tuesday,June,false,Q2,2022-06
897,2022-06-15,15,6,2022,Wednesday,June,false,Q2,2022-06
898,2022-06-16,16,6,2022,Thursday,June,false,Q2,2022-06
899,2022-06-17,17,6,2022,Friday,June,false,Q2,2022-06
900,2022-06-18,18,6,2022,Saturday,June,true,Q2,2022-06
901,2022-06-19,19,6,2022,Sunday,June,true,Q2,2022-06
902,2022-06-20,20,6,2022,Monday,June,false,Q2,2022-06
903,2022-06-21,21,6,2022,Tuesday,June,false,Q2,2022-06
904,2022-06-22,22,6,2022,Wednesday,June,false,Q2,2022-06
905,2022-06-23,23,6,2022,Thursday,June,false,Q2,2022-06
906,2022-06-24,24,6,2022,Friday,June,false,Q2,2022-06
907,2022-06-25,25,6,2022,Saturday,June,true,Q2,2022-06
908,2022-06-26,26,6,2022,Sunday,June,true,Q2,2022-06
909,2022-06-27,27,6,2022,Monday,June,false,Q2,2022-06
910,2022-06-28,28,6,2022,Tuesday,June,false,Q2,2022-06
911,2022-06-29,29,6,2022,Wednesday,June,false,Q2,2022-06
912,2022-06-30,30,6,2022,Thursday,June,false,Q2,2022-06
913,2022-07-01,1,7,2022,Friday,July,false,Q3,2022-07
914,2022-07-02,2,7,2022,Saturday,July,true,Q3,2022-07
915,2022-07-03,3,7,2022,Sunday,July,true,Q3,2022-07
916,2022-07-04,4,7,2022,Monday,July,false,Q3,2022-07
917,2022-07-05,5,7,2022,Tuesday,July,false,Q3,2022-07
918,2022-07-06,6,7,2022,Wednesday,July,false,Q3,2022-07
919,2022-07-07,7,7,2022,Thursday,July,false,Q3,2022-07
920,2022-07-08,8,7,2022,Friday,July,false,Q3,2022-07
921,2022-07-09,9,7,2022,Saturday,July,true,Q3,2022-07
922,2022-07-10,10,7,2022,Sunday,July,true,Q3,2022-07
923,2022-07-11,11,7,2022,Monday,July,false,Q3,2022-07
924,2022-07-12,12,7,2022,Tuesday,July,false,Q3,2022-07
925,2022-07-13,13,7,2022,Wednesday,July,false,Q3,2022-07
926,2022-07-14,14,7,2022,Thursday,July,false,Q3,2022-07
927,2022-07-15,15,7,2022,Friday,July,false,Q3,2022-07
928,2022-07-16,16,7,2022,Saturday,July,true,Q3,2022-07
929,2022-07-17,17,7,2022,Sunday,July,true,Q3,2022-07
930,2022-07-18,18,7,2022,Monday,July,false,Q3,2022-07
931,2022-07-19,19,7,2022,Tuesday,July,false,Q3,2022-07
932,2022-07-20,20,7,2022,Wednesday,July,false,Q3,2022-07
933,2022-07-21,21,7,2022,Thursday,July,false,Q3,2022-07
934,2022-07-22,22,7,2022,Friday,July,false,Q3,2022-07
935,2022-07-23,23,7,2022,Saturday,July,true,Q3,2022-07
936,2022-07-24,24,7,2022,Sunday,July,true,Q3,2022-07
937,2022-07-25,25,7,2022,Monday,July,false,Q3,2022-07
938,2022-07-26,26,7,2022,Tuesday,July,false,Q3,2022-07
939,2022-07-27,27,7,2022,Wednesday,July,false,Q3,2022-07
940,2022-07-28,28,7,2022,Thursday,July,false,Q3,2022-07
941,2022-07-29,29,7,2022,Friday,July,false,Q3,2022-07
942,2022-07-30,30,7,2022,Saturday,July,true,Q3,2022-07
943,2022-07-31,31,7,2022,Sunday,July,true,Q3,2022-07
944,2022-08-01,1,8,2022,Monday,August,false,Q3,2022-08
945,2022-08-02,2,8,2022,Tuesday,August,false,Q3,2022-08
946,2022-08-03,3,8,2022,Wednesday,August,false,Q3,2022-08
947,2022-08-04,4,8,2022,Thursday,August,false,Q3,2022-08
948,2022-08-05,5,8,2022,Friday,August,false,Q3,2022-08
949,2022-08-06,6,8,2022,Saturday,August,true,Q3,2022-08
950,2022-08-07,7,8,2022,Sunday,August,true,Q3,2022-08
951,2022-08-08,8,8,2022,Monday,August,false,Q3,2022-08
952,2022-08-09,9,8,2022,Tuesday,August,false,Q3,2022-08
953,2022-08-10,10,8,2022,Wednesday,August,false,Q3,2022-08
954,2022-08-11,11,8,2022,Thursday,August,false,Q3,2022-08
955,2022-08-12,12,8,2022,Friday,August,false,Q3,2022-08
956,2022-08-13,13,8,2022,Saturday,August,true,Q3,2022-08
957,2022-08-14,14,8,2022,Sunday,August,true,Q3,2022-08
958,2022-08-15,15,8,2022,Monday,August,false,Q3,2022-08
959,2022-08-16,16,8,2022,Tuesday,August,false,Q3,2022-08
960,2022-08-17,17,8,2022,Wednesday,August,false,Q3,2022-08
961,2022-08-18,18,8,2022,Thursday,August,false,Q3,2022-08
962,2022-08-19,19,8,2022,Friday,August,false,Q3,2022-08
963,2022-08-20,20,8,2022,Saturday,August,true,Q3,2022-08
964,2022-08-21,21,8,2022,Sunday,August,true,Q3,2022-08
965,2022-08-22,22,8,2022,Monday,August,false,Q3,2022-08
966,2022-08-23,23,8,2022,Tuesday,August,false,Q3,2022-08
967,2022-08-24,24,8,2022,Wednesday,August,false,Q3,2022-08
968,2022-08-25,25,8,2022,Thursday,August,false,Q3,2022-08
969,2022-08-26,26,8,2022,Friday,August,false,Q3,2022-08
970,2022-08-27,27,8,2022,Saturday,August,true,Q3,2022-08
971,2022-08-28,28,8,2022,Sunday,August,true,Q3,2022-08
972,2022-08-29,29,8,2022,Monday,August,false,Q3,2022-08
973,2022-08-30,30,8,2022,Tuesday,August,false,Q3,2022-08
974,2022-08-31,31,8,2022,Wednesday,August,false,Q3,2022-08
975,2022-09-01,1,9,2022,Thursday,September,false,Q3,2022-09
976,2022-09-02,2,9,2022,Friday,September,false,Q3,2022-09
977,2022-09-03,3,9,2022,Saturday,September,true,Q3,2022-09
978,2022-09-04,4,9,2022,Sunday,September,true,Q3,2022-09
979,2022-09-05,5,9,2022,Monday,September,false,Q3,2022-09
980,2022-09-06,6,9,2022,Tuesday,September,false,Q3,2022-09
981,2022-09-07,7,9,2022,Wednesday,September,false,Q3,2022-09
982,2022-09-08,8,9,2022,Thursday,September,false,Q3,2022-09
983,2022-09-09,9,9,2022,Friday,September,false,Q3,2022-09
984,2022-09-10,10,9,2022,Saturday,September,true,Q3,2022-09
985,2022-09-11,11,9,2022,Sunday,September,true,Q3,2022-09
986,2022-09-12,12,9,2022,Monday,September,false,Q3,2022-09
987,2022-09-13,13,9,2022,Tuesday,September,false,Q3,2022-09
988,2022-09-14,14,9,2022,Wednesday,September,false,Q3,2022-09
989,2022-09-15,15,9,2022,Thursday,September,false,Q3,2022-09
990,2022-09-16,16,9,2022,Friday,September,false,Q3,2022-09
991,2022-09-17,17,9,2022,Saturday,September,true,Q3,2022-09
992,2022-09-18,18,9,2022,Sunday,September,true,Q3,2022-09
993,2022-09-19,19,9,2022,Monday,September,false,Q3,2022-09
994,2022-09-20,20,9,2022,Tuesday,September,false,Q3,2022-09
995,2022-09-21,21,9,2022,Wednesday,September,false,Q3,2022-09
996,2022-09-22,22,9,2022,Thursday,September,false,Q3,2022-09
997,2022-09-23,23,9,2022,Friday,September,false,Q3,2022-09
998,2022-09-24,24,9,2022,Saturday,September,true,Q3,2022-09
999,2022-09-25,25,9,2022,Sunday,September,true,Q3,2022-09
1000,2022-09-26,26,9,2022,Monday,September,false,Q3,2022-09
1001,2022-09-27,27,9,2022,Tuesday,September,false,Q3,2022-09
1002,2022-09-28,28,9,2022,Wednesday,September,false,Q3,2022-09
1003,2022-09-29,29,9,2022,Thursday,September,false,Q3,2022-09
1004,2022-09-30,30,9,2022,Friday,September,false,Q3,2022-09
1005,2022-10-01,1,10,2022,Saturday,October,true,Q4,2022-10
1006,2022-10-02,2,10,2022,Sunday,October,true,Q4,2022-10
1007,2022-10-03,3,10,2022,Monday,October,false,Q4,2022-10
1008,2022-10-04,4,10,2022,Tuesday,October,false,Q4,2022-10
1009,2022-10-05,5,10,2022,Wednesday,October,false,Q4,2022-10
1010,2022-10-06,6,10,2022,Thursday,October,false,Q4,2022-10
1011,2022-10-07,7,10,2022,Friday,October,false,Q4,2022-10
1012,2022-10-08,8,10,2022,Saturday,October,true,Q4,2022-10
1013,2022-10-09,9,10,2022,Sunday,October,true,Q4,2022-10
1014,2022-10-10,10,10,2022,Monday,October,false,Q4,2022-10
1015,2022-10-11,11,10,2022,Tuesday,October,false,Q4,2022-10
1016,2022-10-12,12,10,2022,Wednesday,October,false,Q4,2022-10
1017,2022-10-13,13,10,2022,Thursday,October,false,Q4,2022-10
1018,2022-10-14,14,10,2022,Friday,October,false,Q4,2022-10
1019,2022-10-15,15,10,2022,Saturday,October,true,Q4,2022-10
1020,2022-10-16,16,10,2022,Sunday,October,true,Q4,2022-10
1021,2022-10-17,17,10,2022,Monday,October,false,Q4,2022-10
1022,2022-10-18,18,10,2022,Tuesday,October,false,Q4,2022-10
1023,2022-10-19,19,10,2022,Wednesday,October,false,Q4,2022-10
1024,2022-10-20,20,10,2022,Thursday,October,false,Q4,2022-10
1025,2022-10-21,21,10,2022,Friday,October,false,Q4,2022-10
1026,2022-10-22,22,10,2022,Saturday,October,true,Q4,2022-10
1027,2022-10-23,23,10,2022,Sunday,October,true,Q4,2022-10
1028,2022-10-24,24,10,2022,Monday,October,false,Q4,2022-10
1029,2022-10-25,25,10,2022,Tuesday,October,false,Q4,2022-10
1030,2022-10-26,26,10,2022,Wednesday,October,false,Q4,2022-10
1031,2022-10-27,27,10,2022,Thursday,October,false,Q4,2022-10
1032,2022-10-28,28,10,2022,Friday,October,false,Q4,2022-10
1033,2022-10-29,29,10,2022,Saturday,October,true,Q4,2022-10
1034,2022-10-30,30,10,2022,Sunday,October,true,Q4,2022-10
1035,2022-10-31,31,10,2022,Monday,October,false,Q4,2022-10
1036,2022-11-01,1,11,2022,Tuesday,November,false,Q4,2022-11
1037,2022-11-02,2,11,2022,Wednesday,November,false,Q4,2022-11
1038,2022-11-03,3,11,2022,Thursday,November,false,Q4,2022-11
1039,2022-11-04,4,11,2022,Friday,November,false,Q4,2022-11
1040,2022-11-05,5,11,2022,Saturday,November,true,Q4,2022-11
1041,2022-11-06,6,11,2022,Sunday,November,true,Q4,2022-11
1042,2022-11-07,7,11,2022,Monday,November,false,Q4,2022-11
1043,2022-11-08,8,11,2022,Tuesday,November,false,Q4,2022-11
1044,2022-11-09,9,11,2022,Wednesday,November,false,Q4,2022-11
1045,2022-11-10,10,11,2022,Thursday,November,false,Q4,2022-11
1046,2022-11-11,11,11,2022,Friday,November,false,Q4,2022-11
1047,2022-11-12,12,11,2022,Saturday,November,true,Q4,2022-11
1048,2022-11-13,13,11,2022,Sunday,November,true,Q4,2022-11
1049,2022-11-14,14,11,2022,Monday,November,false,Q4,2022-11
1050,2022-11-15,15,11,2022,Tuesday,November,false,Q4,2022-11
1051,2022-11-16,16,11,2022,Wednesday,November,false,Q4,2022-11
1052,2022-11-17,17,11,2022,Thursday,November,false,Q4,2022-11
1053,2022-11-18,18,11,2022,Friday,November,false,Q4,2022-11
1054,2022-11-19,19,11,2022,Saturday,November,true,Q4,2022-11
1055,2022-11-20,20,11,2022,Sunday,November,true,Q4,2022-11
1056,2022-11-21,21,11,2022,Monday,November,false,Q4,2022-11
1057,2022-11-22,22,11,2022,Tuesday,November,false,Q4,2022-11
1058,2022-11-23,23,11,2022,Wednesday,November,false,Q4,2022-11
1059,2022-11-24,24,11,2022,Thursday,November,false,Q4,2022-11
1060,2022-11-25,25,11,2022,Friday,November,false,Q4,2022-11
1061,2022-11-26,26,11,2022,Saturday,November,true,Q4,2022-11
1062,2022-11-27,27,11,2022,Sunday,November,true,Q4,2022-11
1063,2022-11-28,28,11,2022,Monday,November,false,Q4,2022-11
1064,2022-11-29,29,11,2022,Tuesday,November,false,Q4,2022-11
1065,2022-11-30,30,11,2022,Wednesday,November,false,Q4,2022-11
1066,2022-12-01,1,12,2022,Thursday,December,false,Q4,2022-12
1067,2022-12-02,2,12,2022,Friday,December,false,Q4,2022-12
1068,2022-12-03,3,12,2022,Saturday,December,true,Q4,2022-12
1069,2022-12-04,4,12,2022,Sunday,December,true,Q4,2022-12
1070,2022-12-05,5,12,2022,Monday,December,false,Q4,2022-12
1071,2022-12-06,6,12,2022,Tuesday,December,false,Q4,2022-12
1072,2022-12-07,7,12,2022,Wednesday,December,false,Q4,2022-12
1073,2022-12-08,8,12,2022,Thursday,December,false,Q4,2022-12
1074,2022-12-09,9,12,2022,Friday,December,false,Q4,2022-12
1075,2022-12-10,10,12,2022,Saturday,December,true,Q4,2022-12
1076,2022-12-11,11,12,2022,Sunday,December,true,Q4,2022-12
1077,2022-12-12,12,12,2022,Monday,December,false,Q4,2022-12
1078,2022-12-13,13,12,2022,Tuesday,December,false,Q4,2022-12
1079,2022-12-14,14,12,2022,Wednesday,December,false,Q4,2022-12
1080,2022-12-15,15,12,2022,Thursday,December,false,Q4,2022-12
1081,2022-12-16,16,12,2022,Friday,December,false,Q4,2022-12
1082,2022-12-17,17,12,2022,Saturday,December,true,Q4,2022-12
1083,2022-12-18,18,12,2022,Sunday,December,true,Q4,2022-12
1084,2022-12-19,19,12,2022,Monday,December,false,Q4,2022-12
1085,2022-12-20,20,12,2022,Tuesday,December,false,Q4,2022-12
1086,2022-12-21,21,12,2022,Wednesday,December,false,Q4,2022-12
1087,2022-12-22,22,12,2022,Thursday,December,false,Q4,2022-12
1088,2022-12-23,23,12,2022,Friday,December,false,Q4,2022-12
1089,2022-12-24,24,12,2022,Saturday,December,true,Q4,2022-12
1090,2022-12-25,25,12,2022,Sunday,December,true,Q4,2022-12
1091,2022-12-26,26,12,2022,Monday,December,false,Q4,2022-12
1092,2022-12-27,27,12,2022,Tuesday,December,false,Q4,2022-12
1093,2022-12-28,28,12,2022,Wednesday,December,false,Q4,2022-12
1094,2022-12-29,29,12,2022,Thursday,December,false,Q4,2022-12
1095,2022-12-30,30,12,2022,Friday,December,false,Q4,2022-12
1096,2022-12-31,31,12,2022,Saturday,December,true,Q4,2022-12
1097,2023-01-01,1,1,2023,Sunday,January,true,Q1,2023-01
1098,2023-01-02,2,1,2023,Monday,January,false,Q1,2023-01
1099,2023-01-03,3,1,2023,Tuesday,January,false,Q1,2023-01
1100,2023-01-04,4,1,2023,Wednesday,January,false,Q1,2023-01
1101,2023-01-05,5,1,2023,Thursday,January,false,Q1,2023-01
1102,2023-01-06,6,1,2023,Friday,January,false,Q1,2023-01
1103,2023-01-07,7,1,2023,Saturday,January,true,Q1,2023-01
1104,2023-01-08,8,1,2023,Sunday,January,true,Q1,2023-01
1105,2023-01-09,9,1,2023,Monday,January,false,Q1,2023-01
1106,2023-01-10,10,1,2023,Tuesday,January,false,Q1,2023-01
1107,2023-01-11,11,1,2023,Wednesday,January,false,Q1,2023-01
1108,2023-01-12,12,1,2023,Thursday,January,false,Q1,2023-01
1109,2023-01-13,13,1,2023,Friday,January,false,Q1,2023-01
1110,2023-01-14,14,1,2023,Saturday,January,true,Q1,2023-01
1111,2023-01-15,15,1,2023,Sunday,January,true,Q1,2023-01
1112,2023-01-16,16,1,2023,Monday,January,false,Q1,2023-01
1113,2023-01-17,17,1,2023,Tuesday,January,false,Q1,2023-01
1114,2023-01-18,18,1,2023,Wednesday,January,false,Q1,2023-01
1115,2023-01-19,19,1,2023,Thursday,January,false,Q1,2023-01
1116,2023-01-20,20,1,2023,Friday,January,false,Q1,2023-01
1117,2023-01-21,21,1,2023,Saturday,January,true,Q1,2023-01
1118,2023-01-22,22,1,2023,Sunday,January,true,Q1,2023-01
1119,2023-01-23,23,1,2023,Monday,January,false,Q1,2023-01
1120,2023-01-24,24,1,2023,Tuesday,January,false,Q1,2023-01
1121,2023-01-25,25,1,2023,Wednesday,January,false,Q1,2023-01
1122,2023-01-26,26,1,2023,Thursday,January,false,Q1,2023-01
1123,2023-01-27,27,1,2023,Friday,January,false,Q1,2023-01
1124,2023-01-28,28,1,2023,Saturday,January,true,Q1,2023-01
1125,2023-01-29,29,1,2023,Sunday,January,true,Q1,2023-01
1126,2023-01-30,30,1,2023,Monday,January,false,Q1,2023-01
1127,2023-01-31,31,1,2023,Tuesday,January,false,Q1,2023-01
1128,2023-02-01,1,2,2023,Wednesday,February,false,Q1,2023-02
1129,2023-02-02,2,2,2023,Thursday,February,false,Q1,2023-02
1130,2023-02-03,3,2,2023,Friday,February,false,Q1,2023-02
1131,2023-02-04,4,2,2023,Saturday,February,true,Q1,2023-02
1132,2023-02-05,5,2,2023,Sunday,February,true,Q1,2023-02
1133,2023-02-06,6,2,2023,Monday,February,false,Q1,2023-02
1134,2023-02-07,7,2,2023,Tuesday,February,false,Q1,2023-02
1135,2023-02-08,8,2,2023,Wednesday,February,false,Q1,2023-02
1136,2023-02-09,9,2,2023,Thursday,February,false,Q1,2023-02
1137,2023-02-10,10,2,2023,Friday,February,false,Q1,2023-02
1138,2023-02-11,11,2,2023,Saturday,February,true,Q1,2023-02
1139,2023-02-12,12,2,2023,Sunday,February,true,Q1,2023-02
1140,2023-02-13,13,2,2023,Monday,February,false,Q1,2023-02
1141,2023-02-14,14,2,2023,Tuesday,February,false,Q1,2023-02
1142,2023-02-15,15,2,2023,Wednesday,February,false,Q1,2023-02
1143,2023-02-16,16,2,2023,Thursday,February,false,Q1,2023-02
1144,2023-02-17,17,2,2023,Friday,February,false,Q1,2023-02
1145,2023-02-18,18,2,2023,Saturday,February,true,Q1,2023-02
1146,2023-02-19,19,2,2023,Sunday,February,true,Q1,2023-02
1147,2023-02-20,20,2,2023,Monday,February,false,Q1,2023-02
1148,2023-02-21,21,2,2023,Tuesday,February,false,Q1,2023-02
1149,2023-02-22,22,2,2023,Wednesday,February,false,Q1,2023-02
1150,2023-02-23,23,2,2023,Thursday,February,false,Q1,2023-02
1151,2023-02-24,24,2,2023,Friday,February,false,Q1,2023-02
1152,2023-02-25,25,2,2023,Saturday,February,true,Q1,2023-02
1153,2023-02-26,26,2,2023,Sunday,February,true,Q1,2023-02
1154,2023-02-27,27,2,2023,Monday,February,false,Q1,2023-02
1155,2023-02-28,28,2,2023,Tuesday,February,false,Q1,2023-02
1156,2023-03-01,1,3,2023,Wednesday,March,false,Q1,2023-03
1157,2023-03-02,2,3,2023,Thursday,March,false,Q1,2023-03
1158,2023-03-03,3,3,2023,Friday,March,false,Q1,2023-03
1159,2023-03-04,4,3,2023,Saturday,March,true,Q1,2023-03
1160,2023-03-05,5,3,2023,Sunday,March,true,Q1,2023-03
1161,2023-03-06,6,3,2023,Monday,March,false,Q1,2023-03
1162,2023-03-07,7,3,2023,Tuesday,March,false,Q1,2023-03
1163,2023-03-08,8,3,2023,Wednesday,March,false,Q1,2023-03
1164,2023-03-09,9,3,2023,Thursday,March,false,Q1,2023-03
1165,2023-03-10,10,3,2023,Friday,March,false,Q1,2023-03
1166,2023-03-11,11,3,2023,Saturday,March,true,Q1,2023-03
1167,2023-03-12,12,3,2023,Sunday,March,true,Q1,2023-03
1168,2023-03-13,13,3,2023,Monday,March,false,Q1,2023-03
1169,2023-03-14,14,3,2023,Tuesday,March,false,Q1,2023-03
1170,2023-03-15,15,3,2023,Wednesday,March,false,Q1,2023-03
1171,2023-03-16,16,3,2023,Thursday,March,false,Q1,2023-03
1172,2023-03-17,17,3,2023,Friday,March,false,Q1,2023-03
1173,2023-03-18,18,3,2023,Saturday,March,true,Q1,2023-03
1174,2023-03-19,19,3,2023,Sunday,March,true,Q1,2023-03
1175,2023-03-20,20,3,2023,Monday,March,false,Q1,2023-03
1176,2023-03-21,21,3,2023,Tuesday,March,false,Q1,2023-03
1177,2023-03-22,22,3,2023,Wednesday,March,false,Q1,2023-03
1178,2023-03-23,23,3,2023,Thursday,March,false,Q1,2023-03
1179,2023-03-24,24,3,2023,Friday,March,false,Q1,2023-03
1180,2023-03-25,25,3,2023,Saturday,March,true,Q1,2023-03
1181,2023-03-26,26,3,2023,Sunday,March,true,Q1,2023-03
1182,2023-03-27,27,3,2023,Monday,March,false,Q1,2023-03
1183,2023-03-28,28,3,2023,Tuesday,March,false,Q1,2023-03
1184,2023-03-29,29,3,2023,Wednesday,March,false,Q1,2023-03
1185,2023-03-30,30,3,2023,Thursday,March,false,Q1,2023-03
1186,2023-03-31,31,3,2023,Friday,March,false,Q1,2023-03
1187,2023-04-01,1,4,2023,Saturday,April,true,Q2,2023-04
1188,2023-04-02,2,4,2023,Sunday,April,true,Q2,2023-04
1189,2023-04-03,3,4,2023,Monday,April,false,Q2,2023-04
1190,2023-04-04,4,4,2023,Tuesday,April,false,Q2,2023-04
1191,2023-04-05,5,4,2023,Wednesday,April,false,Q2,2023-04
1192,2023-04-06,6,4,2023,Thursday,April,false,Q2,2023-04
1193,2023-04-07,7,4,2023,Friday,April,false,Q2,2023-04
1194,2023-04-08,8,4,2023,Saturday,April,true,Q2,2023-04
1195,2023-04-09,9,4,2023,Sunday,April,true,Q2,2023-04
1196,2023-04-10,10,4,2023,Monday,April,false,Q2,2023-04
1197,2023-04-11,11,4,2023,Tuesday,April,false,Q2,2023-04
1198,2023-04-12,12,4,2023,Wednesday,April,false,Q2,2023-04
1199,2023-04-13,13,4,2023,Thursday,April,false,Q2,2023-04
1200,2023-04-14,14,4,2023,Friday,April,false,Q2,2023-04
1201,2023-04-15,15,4,2023,Saturday,April,true,Q2,2023-04
1202,2023-04-16,16,4,2023,Sunday,April,true,Q2,2023-04
1203,2023-04-17,17,4,2023,Monday,April,false,Q2,2023-04
1204,2023-04-18,18,4,2023,Tuesday,April,false,Q2,2023-04
1205,2023-04-19,19,4,2023,Wednesday,April,false,Q2,2023-04
1206,2023-04-20,20,4,2023,Thursday,April,false,Q2,2023-04
1207,2023-04-21,21,4,2023,Friday,April,false,Q2,2023-04
1208,2023-04-22,22,4,2023,Saturday,April,true,Q2,2023-04
1209,2023-04-23,23,4,2023,Sunday,April,true,Q2,2023-04
1210,2023-04-24,24,4,2023,Monday,April,false,Q2,2023-04
1211,2023-04-25,25,4,2023,Tuesday,April,false,Q2,2023-04
1212,2023-04-26,26,4,2023,Wednesday,April,false,Q2,2023-04
1213,2023-04-27,27,4,2023,Thursday,April,false,Q2,2023-04
1214,2023-04-28,28,4,2023,Friday,April,false,Q2,2023-04
1215,2023-04-29,29,4,2023,Saturday,April,true,Q2,2023-04
1216,2023-04-30,30,4,2023,Sunday,April,true,Q2,2023-04
1217,2023-05-01,1,5,2023,Monday,May,false,Q2,2023-05
1218,2023-05-02,2,5,2023,Tuesday,May,false,Q2,2023-05
1219,2023-05-03,3,5,2023,Wednesday,May,false,Q2,2023-05
1220,2023-05-04,4,5,2023,Thursday,May,false,Q2,2023-05
1221,2023-05-05,5,5,2023,Friday,May,false,Q2,2023-05
1222,2023-05-06,6,5,2023,Saturday,May,true,Q2,2023-05
